wavelength (AA) lower bin boundary,  wavelength (AA) upper bin boundary,  Efficiency, rel. err.
8.22641522E+00, 8.24766217E+00, 9.01145700E-01, 1.04884995E-02
8.24766217E+00, 8.26890181E+00, 9.02478234E-01, 1.04465293E-02
8.26890181E+00, 8.29013227E+00, 8.99567698E-01, 1.03802881E-02
8.29013227E+00, 8.31135163E+00, 9.04907254E-01, 1.03480292E-02
8.31135163E+00, 8.33259331E+00, 8.97564273E-01, 1.03987847E-02
8.33259331E+00, 8.35382054E+00, 9.01888834E-01, 1.03174850E-02
8.35382054E+00, 8.37506719E+00, 9.00050611E-01, 1.02347469E-02
8.37506719E+00, 8.39629588E+00, 8.96421171E-01, 1.02281545E-02
8.39629588E+00, 8.41754101E+00, 9.00996827E-01, 1.01913405E-02
8.41754101E+00, 8.43876456E+00, 9.00486068E-01, 1.02684274E-02
8.43876456E+00, 8.46000143E+00, 8.99043478E-01, 1.01470245E-02
8.46000143E+00, 8.48125028E+00, 9.01241884E-01, 1.01961191E-02
8.48125028E+00, 8.50247220E+00, 8.99926368E-01, 1.01670728E-02
8.50247220E+00, 8.52370282E+00, 8.95902615E-01, 1.00865988E-02
8.52370282E+00, 8.54494073E+00, 8.99566791E-01, 1.00983806E-02
8.54494073E+00, 8.56618450E+00, 8.98307155E-01, 1.00586760E-02
8.56618450E+00, 8.58739398E+00, 9.02237855E-01, 1.00503438E-02
8.58739398E+00, 8.60864479E+00, 8.98651861E-01, 1.00097489E-02
8.60864479E+00, 8.62985773E+00, 8.94951707E-01, 1.00593700E-02
8.62985773E+00, 8.65110954E+00, 9.01250836E-01, 1.00648110E-02
8.65110954E+00, 8.67235966E+00, 8.96061359E-01, 9.93427603E-03
8.67235966E+00, 8.69356634E+00, 9.00575994E-01, 9.97305043E-03
8.69356634E+00, 8.71480799E+00, 8.98474760E-01, 9.96098034E-03
8.71480799E+00, 8.73604311E+00, 8.94497685E-01, 9.98186913E-03
8.73604311E+00, 8.75727001E+00, 8.98337991E-01, 9.90069595E-03
8.75727001E+00, 8.77852835E+00, 8.99616189E-01, 9.96135025E-03
8.77852835E+00, 8.79973401E+00, 8.98807995E-01, 9.89870126E-03
8.79973401E+00, 8.82096823E+00, 8.94625669E-01, 9.83573163E-03
8.82096823E+00, 8.84223015E+00, 8.97888636E-01, 9.83769998E-03
8.84223015E+00, 8.86347632E+00, 8.97003870E-01, 9.84154166E-03
8.86347632E+00, 8.88470490E+00, 8.98058824E-01, 9.83763839E-03
8.88470490E+00, 8.90591405E+00, 9.02747939E-01, 9.84264777E-03
8.90591405E+00, 8.92714535E+00, 8.99001308E-01, 9.84862690E-03
8.92714535E+00, 8.94839784E+00, 8.95108977E-01, 9.76198625E-03
8.94839784E+00, 8.96962640E+00, 8.94545177E-01, 9.73696650E-03
8.96962640E+00, 8.99087350E+00, 8.98190832E-01, 9.78157148E-03
8.99087350E+00, 9.01209335E+00, 8.98956561E-01, 9.72770843E-03
9.01209335E+00, 9.03332899E+00, 8.92649519E-01, 9.78282038E-03
9.03332899E+00, 9.05456573E+00, 8.97747578E-01, 9.64926373E-03
9.05456573E+00, 9.07580216E+00, 8.98294766E-01, 9.70320552E-03
9.07580216E+00, 9.09703686E+00, 8.97043152E-01, 9.66565510E-03
9.09703686E+00, 9.11827304E+00, 8.96100709E-01, 9.67189762E-03
9.11827304E+00, 9.13950464E+00, 8.98275546E-01, 9.63969971E-03
9.13950464E+00, 9.16073958E+00, 8.95937737E-01, 9.51188865E-03
9.16073958E+00, 9.18197655E+00, 8.95532527E-01, 9.59094238E-03
9.18197655E+00, 9.20320943E+00, 8.94747598E-01, 9.60992394E-03
9.20320943E+00, 9.22444638E+00, 8.98679469E-01, 9.54809780E-03
9.22444638E+00, 9.24568126E+00, 8.92280163E-01, 9.53633451E-03
9.24568126E+00, 9.26691268E+00, 8.95751419E-01, 9.54250222E-03
9.26691268E+00, 9.28814901E+00, 8.95418754E-01, 9.50109252E-03
9.28814901E+00, 9.30938407E+00, 8.94491775E-01, 9.50368317E-03
9.30938407E+00, 9.33061649E+00, 8.91963985E-01, 9.48862519E-03
9.33061649E+00, 9.35184988E+00, 8.96496344E-01, 9.44952459E-03
9.35184988E+00, 9.37308796E+00, 8.86677542E-01, 9.41139526E-03
9.37308796E+00, 9.39431936E+00, 8.91041175E-01, 9.40436245E-03
9.39431936E+00, 9.41555795E+00, 8.94497283E-01, 9.44081975E-03
9.41555795E+00, 9.43679227E+00, 8.90362200E-01, 9.37704767E-03
9.43679227E+00, 9.45802611E+00, 8.89988960E-01, 9.36497453E-03
9.45802611E+00, 9.47925816E+00, 8.88435277E-01, 9.31362780E-03
9.47925816E+00, 9.50049233E+00, 8.92109147E-01, 9.49537300E-03
9.50049233E+00, 9.52172738E+00, 8.87932533E-01, 9.40962435E-03
9.52172738E+00, 9.54296202E+00, 8.88850975E-01, 9.32201485E-03
9.54296202E+00, 9.56419500E+00, 8.91405399E-01, 9.33505827E-03
9.56419500E+00, 9.58543037E+00, 8.91627655E-01, 9.33973350E-03
9.58543037E+00, 9.60666692E+00, 8.94452439E-01, 9.35078548E-03
9.60666692E+00, 9.62790343E+00, 8.90618626E-01, 9.29227837E-03
9.62790343E+00, 9.64913313E+00, 8.91837412E-01, 9.30306202E-03
9.64913313E+00, 9.67037122E+00, 8.94798576E-01, 9.36882120E-03
9.67037122E+00, 9.69160551E+00, 8.90513001E-01, 9.24385144E-03
9.69160551E+00, 9.71284028E+00, 8.93226323E-01, 9.26071012E-03
9.71284028E+00, 9.73407430E+00, 8.88561853E-01, 9.21494926E-03
9.73407430E+00, 9.75530634E+00, 8.91470572E-01, 9.31244973E-03
9.75530634E+00, 9.77654084E+00, 8.84377397E-01, 9.23627505E-03
9.77654084E+00, 9.79777664E+00, 8.90807041E-01, 9.32798722E-03
9.79777664E+00, 9.81901255E+00, 8.91070307E-01, 9.30077545E-03
9.81901255E+00, 9.84024736E+00, 8.91986881E-01, 9.24292041E-03
9.84024736E+00, 9.86147986E+00, 8.90884422E-01, 9.36334942E-03
9.86147986E+00, 9.88271471E+00, 8.88535616E-01, 9.29618832E-03
9.88271471E+00, 9.90395075E+00, 8.91491386E-01, 9.22196819E-03
9.90395075E+00, 9.92518683E+00, 8.86904095E-01, 9.22843084E-03
9.92518683E+00, 9.94642176E+00, 8.91632240E-01, 9.26886851E-03
9.94642176E+00, 9.96765436E+00, 8.86416241E-01, 9.16106085E-03
9.96765436E+00, 9.98888949E+00, 8.88666445E-01, 9.21060961E-03
9.98888949E+00, 1.00101260E+01, 8.94138707E-01, 9.25508262E-03
1.00101260E+01, 1.00313567E+01, 8.85452469E-01, 9.21016002E-03
1.00313567E+01, 1.00525926E+01, 8.89535654E-01, 9.26841071E-03
1.00525926E+01, 1.00738266E+01, 8.89917884E-01, 9.17913418E-03
1.00738266E+01, 1.00950635E+01, 8.89453043E-01, 9.22567103E-03
1.00950635E+01, 1.01162962E+01, 8.83706925E-01, 9.14919581E-03
1.01162962E+01, 1.01375296E+01, 8.88557270E-01, 9.25723965E-03
1.01375296E+01, 1.01587628E+01, 8.87304456E-01, 9.23817334E-03
1.01587628E+01, 1.01800010E+01, 8.84534747E-01, 9.13627068E-03
1.01800010E+01, 1.02012366E+01, 8.88278978E-01, 9.23235449E-03
1.02012366E+01, 1.02224686E+01, 8.83556187E-01, 9.16164602E-03
1.02224686E+01, 1.02437023E+01, 8.87518142E-01, 9.18687722E-03
1.02437023E+01, 1.02649367E+01, 8.83966612E-01, 9.12299067E-03
1.02649367E+01, 1.02861707E+01, 8.88514735E-01, 9.10210374E-03
1.02861707E+01, 1.03074097E+01, 8.84289297E-01, 9.10081774E-03
1.03074097E+01, 1.03286395E+01, 8.89086278E-01, 9.13219570E-03
1.03286395E+01, 1.03498790E+01, 8.84176166E-01, 9.07857360E-03
1.03498790E+01, 1.03711137E+01, 8.82726156E-01, 9.04786242E-03
1.03711137E+01, 1.03923424E+01, 8.87625155E-01, 9.13246589E-03
1.03923424E+01, 1.04135778E+01, 8.84111882E-01, 9.01059221E-03
1.04135778E+01, 1.04348119E+01, 8.84171047E-01, 9.04422983E-03
1.04348119E+01, 1.04560507E+01, 8.83048175E-01, 9.01575359E-03
1.04560507E+01, 1.04772862E+01, 8.83390804E-01, 9.06658893E-03
1.04772862E+01, 1.04985172E+01, 8.80536981E-01, 9.11195808E-03
1.04985172E+01, 1.05197496E+01, 8.84611062E-01, 9.03889421E-03
1.05197496E+01, 1.05409898E+01, 8.87735004E-01, 9.13556589E-03
1.05409898E+01, 1.05622222E+01, 8.84184322E-01, 9.09611368E-03
1.05622222E+01, 1.05834604E+01, 8.79758191E-01, 8.94858458E-03
1.05834604E+01, 1.06046886E+01, 8.81042562E-01, 9.03003088E-03
1.06046886E+01, 1.06259278E+01, 8.81589997E-01, 8.94458494E-03
1.06259278E+01, 1.06471623E+01, 8.85544449E-01, 8.96380923E-03
1.06471623E+01, 1.06683984E+01, 8.86404188E-01, 9.00896631E-03
1.06683984E+01, 1.06896277E+01, 8.85033701E-01, 8.97445155E-03
1.06896277E+01, 1.07108641E+01, 8.78176723E-01, 8.98291363E-03
1.07108641E+01, 1.07320992E+01, 8.84402550E-01, 8.97252227E-03
1.07320992E+01, 1.07533318E+01, 8.78622929E-01, 8.93540760E-03
1.07533318E+01, 1.07745686E+01, 8.78793138E-01, 8.93293770E-03
1.07745686E+01, 1.07958010E+01, 8.83386198E-01, 8.94126664E-03
1.07958010E+01, 1.08170357E+01, 8.81691313E-01, 8.94706018E-03
1.08170357E+01, 1.08382716E+01, 8.83136890E-01, 8.92548423E-03
1.08382716E+01, 1.08595079E+01, 8.83588928E-01, 8.90126658E-03
1.08595079E+01, 1.08807434E+01, 8.82618187E-01, 8.86697455E-03
1.08807434E+01, 1.09019774E+01, 8.81317918E-01, 8.95481226E-03
1.09019774E+01, 1.09232087E+01, 8.79414887E-01, 8.87992279E-03
1.09232087E+01, 1.09444443E+01, 8.83449620E-01, 8.93862168E-03
1.09444443E+01, 1.09656753E+01, 8.82739169E-01, 8.88977039E-03
1.09656753E+01, 1.09869169E+01, 8.79691943E-01, 8.88101363E-03
1.09869169E+01, 1.10081519E+01, 8.74213644E-01, 8.84367342E-03
1.10081519E+01, 1.10293793E+01, 8.79957675E-01, 8.89802471E-03
1.10293793E+01, 1.10506145E+01, 8.75550068E-01, 8.83250565E-03
1.10506145E+01, 1.10718484E+01, 8.80062385E-01, 8.85151862E-03
1.10718484E+01, 1.10930884E+01, 8.77658868E-01, 8.84708045E-03
1.10930884E+01, 1.11143252E+01, 8.82437276E-01, 8.93221174E-03
1.11143252E+01, 1.11355578E+01, 8.77786535E-01, 8.84198811E-03
1.11355578E+01, 1.11567938E+01, 8.78897276E-01, 8.83661282E-03
1.11567938E+01, 1.11780236E+01, 8.74879845E-01, 8.85525426E-03
1.11780236E+01, 1.11992635E+01, 8.76234318E-01, 8.75887883E-03
1.11992635E+01, 1.12204955E+01, 8.73919946E-01, 8.79441260E-03
1.12204955E+01, 1.12417270E+01, 8.76269617E-01, 8.88989515E-03
1.12417270E+01, 1.12629661E+01, 8.77901110E-01, 8.77217558E-03
1.12629661E+01, 1.12841942E+01, 8.76458810E-01, 8.79641779E-03
1.12841942E+01, 1.13054280E+01, 8.78966967E-01, 8.77576207E-03
1.13054280E+01, 1.13266666E+01, 8.76227064E-01, 8.76077667E-03
1.13266666E+01, 1.13479004E+01, 8.74975778E-01, 8.71300822E-03
1.13479004E+01, 1.13691373E+01, 8.73638244E-01, 8.76024961E-03
1.13691373E+01, 1.13903673E+01, 8.77946649E-01, 8.77179517E-03
1.13903673E+01, 1.14116078E+01, 8.71632889E-01, 8.72241249E-03
1.14116078E+01, 1.14328396E+01, 8.75492373E-01, 8.74951908E-03
1.14328396E+01, 1.14540710E+01, 8.77742786E-01, 8.75949611E-03
1.14540710E+01, 1.14753103E+01, 8.77133175E-01, 8.70484233E-03
1.14753103E+01, 1.14965474E+01, 8.81097530E-01, 8.73923714E-03
1.14965474E+01, 1.15177815E+01, 8.73910107E-01, 8.73299718E-03
1.15177815E+01, 1.15390116E+01, 8.74862613E-01, 8.68721900E-03
1.15390116E+01, 1.15602462E+01, 8.73799585E-01, 8.69825125E-03
