wavelength (AA) lower bin boundary,  wavelength (AA) upper bin boundary,  Efficiency, rel. err.
8.16271530E+00, 8.18394025E+00, 3.40512763E-02, 7.76891096E-03
8.18394025E+00, 8.20519657E+00, 3.42349670E-02, 7.76983519E-03
8.20519657E+00, 8.22641522E+00, 3.42559179E-02, 7.76975107E-03
8.22641522E+00, 8.24766217E+00, 3.43209750E-02, 7.76770917E-03
8.24766217E+00, 8.26890181E+00, 3.44319411E-02, 7.76809114E-03
8.26890181E+00, 8.29013227E+00, 3.44774310E-02, 7.76936558E-03
8.29013227E+00, 8.31135163E+00, 3.45863285E-02, 7.76958258E-03
8.31135163E+00, 8.33259331E+00, 3.46628308E-02, 7.76938994E-03
8.33259331E+00, 8.35382054E+00, 3.47281849E-02, 7.77036863E-03
8.35382054E+00, 8.37506719E+00, 3.48596698E-02, 7.76950503E-03
8.37506719E+00, 8.39629588E+00, 3.48842706E-02, 7.76812561E-03
8.39629588E+00, 8.41754101E+00, 3.49676585E-02, 7.76832345E-03
8.41754101E+00, 8.43876456E+00, 3.50267513E-02, 7.76887214E-03
8.43876456E+00, 8.46000143E+00, 3.51508951E-02, 7.76814162E-03
8.46000143E+00, 8.48125028E+00, 3.52383117E-02, 7.76828915E-03
8.48125028E+00, 8.50247220E+00, 3.52515212E-02, 7.76891135E-03
8.50247220E+00, 8.52370282E+00, 3.53407131E-02, 7.76872203E-03
8.52370282E+00, 8.54494073E+00, 3.53820554E-02, 7.76833303E-03
8.54494073E+00, 8.56618450E+00, 3.55078712E-02, 7.76719063E-03
8.56618450E+00, 8.58739398E+00, 3.55934303E-02, 7.76821511E-03
8.58739398E+00, 8.60864479E+00, 3.56705094E-02, 7.76705433E-03
8.60864479E+00, 8.62985773E+00, 3.56315706E-02, 7.76903321E-03
8.62985773E+00, 8.65110954E+00, 3.58237397E-02, 7.76836887E-03
8.65110954E+00, 8.67235966E+00, 3.58966393E-02, 7.76801934E-03
8.67235966E+00, 8.69356634E+00, 3.59328303E-02, 7.76655843E-03
8.69356634E+00, 8.71480799E+00, 3.60490582E-02, 7.76708802E-03
8.71480799E+00, 8.73604311E+00, 3.61262094E-02, 7.76849144E-03
8.73604311E+00, 8.75727001E+00, 3.61739250E-02, 7.76779689E-03
8.75727001E+00, 8.77852835E+00, 3.62331669E-02, 7.76770726E-03
8.77852835E+00, 8.79973401E+00, 3.63747110E-02, 7.76789809E-03
8.79973401E+00, 8.82096823E+00, 3.64061517E-02, 7.76746023E-03
8.82096823E+00, 8.84223015E+00, 3.65614644E-02, 7.76787992E-03
8.84223015E+00, 8.86347632E+00, 3.65582587E-02, 7.76646574E-03
8.86347632E+00, 8.88470490E+00, 3.67008381E-02, 7.76735950E-03
8.88470490E+00, 8.90591405E+00, 3.67718537E-02, 7.76627007E-03
8.90591405E+00, 8.92714535E+00, 3.67923111E-02, 7.76749371E-03
8.92714535E+00, 8.94839784E+00, 3.68537594E-02, 7.76615586E-03
8.94839784E+00, 8.96962640E+00, 3.68984415E-02, 7.76732283E-03
8.96962640E+00, 8.99087350E+00, 3.69687693E-02, 7.76622725E-03
8.99087350E+00, 9.01209335E+00, 3.70970916E-02, 7.76410295E-03
9.01209335E+00, 9.03332899E+00, 3.71297222E-02, 7.76587021E-03
9.03332899E+00, 9.05456573E+00, 3.72167001E-02, 7.76724618E-03
9.05456573E+00, 9.07580216E+00, 3.73058662E-02, 7.76560013E-03
9.07580216E+00, 9.09703686E+00, 3.73727578E-02, 7.76666867E-03
9.09703686E+00, 9.11827304E+00, 3.74893902E-02, 7.76631327E-03
9.11827304E+00, 9.13950464E+00, 3.75189694E-02, 7.76438304E-03
9.13950464E+00, 9.16073958E+00, 3.76249259E-02, 7.76784293E-03
9.16073958E+00, 9.18197655E+00, 3.77189685E-02, 7.76641703E-03
9.18197655E+00, 9.20320943E+00, 3.77532952E-02, 7.76570288E-03
9.20320943E+00, 9.22444638E+00, 3.78618718E-02, 7.76658816E-03
9.22444638E+00, 9.24568126E+00, 3.79153539E-02, 7.76125401E-03
9.24568126E+00, 9.26691268E+00, 3.79618033E-02, 7.76432124E-03
9.26691268E+00, 9.28814901E+00, 3.80671947E-02, 7.76547548E-03
9.28814901E+00, 9.30938407E+00, 3.81532062E-02, 7.76647510E-03
9.30938407E+00, 9.33061649E+00, 3.81715842E-02, 7.76580643E-03
9.33061649E+00, 9.35184988E+00, 3.83117333E-02, 7.76451609E-03
9.35184988E+00, 9.37308796E+00, 3.83035125E-02, 7.76541654E-03
9.37308796E+00, 9.39431936E+00, 3.83803667E-02, 7.76557321E-03
9.39431936E+00, 9.41555795E+00, 3.85393104E-02, 7.76425973E-03
9.41555795E+00, 9.43679227E+00, 3.85952959E-02, 7.76554541E-03
9.43679227E+00, 9.45802611E+00, 3.86106038E-02, 7.76545861E-03
9.45802611E+00, 9.47925816E+00, 3.86742125E-02, 7.76567809E-03
9.47925816E+00, 9.50049233E+00, 3.87635911E-02, 7.76527758E-03
9.50049233E+00, 9.52172738E+00, 3.88271154E-02, 7.76501276E-03
9.52172738E+00, 9.54296202E+00, 3.89395977E-02, 7.76503877E-03
9.54296202E+00, 9.56419500E+00, 3.90386238E-02, 7.76411735E-03
9.56419500E+00, 9.58543037E+00, 3.90666939E-02, 7.76527398E-03
9.58543037E+00, 9.60666692E+00, 3.91885314E-02, 7.76397054E-03
9.60666692E+00, 9.62790343E+00, 3.92286551E-02, 7.76467622E-03
9.62790343E+00, 9.64913313E+00, 3.92987676E-02, 7.76488025E-03
9.64913313E+00, 9.67037122E+00, 3.93859708E-02, 7.76521194E-03
9.67037122E+00, 9.69160551E+00, 3.94835220E-02, 7.76560421E-03
9.69160551E+00, 9.71284028E+00, 3.95297815E-02, 7.76460913E-03
9.71284028E+00, 9.73407430E+00, 3.95928830E-02, 7.76517088E-03
9.73407430E+00, 9.75530634E+00, 3.96728521E-02, 7.76953259E-03
9.75530634E+00, 9.77654084E+00, 3.97348518E-02, 7.76394624E-03
9.77654084E+00, 9.79777664E+00, 3.98633182E-02, 7.76452334E-03
9.79777664E+00, 9.81901255E+00, 3.99348637E-02, 7.76281057E-03
9.81901255E+00, 9.84024736E+00, 3.99694005E-02, 7.76393764E-03
9.84024736E+00, 9.86147986E+00, 4.00272379E-02, 7.76448498E-03
9.86147986E+00, 9.88271471E+00, 4.01378267E-02, 7.76530761E-03
9.88271471E+00, 9.90395075E+00, 4.02445562E-02, 7.76287321E-03
9.90395075E+00, 9.92518683E+00, 4.02561844E-02, 7.76006816E-03
9.92518683E+00, 9.94642176E+00, 4.03429218E-02, 7.76313519E-03
9.94642176E+00, 9.96765436E+00, 4.04683732E-02, 7.76441177E-03
9.96765436E+00, 9.98888949E+00, 4.04236407E-02, 7.76409827E-03
9.98888949E+00, 1.00101260E+01, 4.06046440E-02, 7.76423323E-03
1.00101260E+01, 1.00313567E+01, 4.06023365E-02, 7.76349910E-03
1.00313567E+01, 1.00525926E+01, 4.06698065E-02, 7.76366455E-03
1.00525926E+01, 1.00738266E+01, 4.07829493E-02, 7.75990168E-03
1.00738266E+01, 1.00950635E+01, 4.09161796E-02, 7.76421325E-03
1.00950635E+01, 1.01162962E+01, 4.09999592E-02, 7.76235637E-03
1.01162962E+01, 1.01375296E+01, 4.10241157E-02, 7.76312928E-03
1.01375296E+01, 1.01587628E+01, 4.10365303E-02, 7.76302668E-03
1.01587628E+01, 1.01800010E+01, 4.11588355E-02, 7.76249230E-03
1.01800010E+01, 1.02012366E+01, 4.12176224E-02, 7.76302420E-03
1.02012366E+01, 1.02224686E+01, 4.12597935E-02, 7.76236472E-03
1.02224686E+01, 1.02437023E+01, 4.13155931E-02, 7.76277207E-03
1.02437023E+01, 1.02649367E+01, 4.14462236E-02, 7.76274629E-03
1.02649367E+01, 1.02861707E+01, 4.14984513E-02, 7.76297855E-03
1.02861707E+01, 1.03074097E+01, 4.15695829E-02, 7.76121725E-03
1.03074097E+01, 1.03286395E+01, 4.16846103E-02, 7.76152353E-03
1.03286395E+01, 1.03498790E+01, 4.17463596E-02, 7.76379368E-03
1.03498790E+01, 1.03711137E+01, 4.18246521E-02, 7.76158384E-03
1.03711137E+01, 1.03923424E+01, 4.19033733E-02, 7.76275462E-03
1.03923424E+01, 1.04135778E+01, 4.19693215E-02, 7.76234039E-03
1.04135778E+01, 1.04348119E+01, 4.20671831E-02, 7.76189699E-03
1.04348119E+01, 1.04560507E+01, 4.21367008E-02, 7.76249979E-03
1.04560507E+01, 1.04772862E+01, 4.21634273E-02, 7.76216594E-03
1.04772862E+01, 1.04985172E+01, 4.21832873E-02, 7.76160588E-03
1.04985172E+01, 1.05197496E+01, 4.22848824E-02, 7.75612317E-03
1.05197496E+01, 1.05409898E+01, 4.23986576E-02, 7.76204736E-03
1.05409898E+01, 1.05622222E+01, 4.24761385E-02, 7.76171088E-03
1.05622222E+01, 1.05834604E+01, 4.26013691E-02, 7.76112260E-03
1.05834604E+01, 1.06046886E+01, 4.26213994E-02, 7.76102183E-03
1.06046886E+01, 1.06259278E+01, 4.27030252E-02, 7.76234672E-03
1.06259278E+01, 1.06471623E+01, 4.27083312E-02, 7.76235021E-03
1.06471623E+01, 1.06683984E+01, 4.28198797E-02, 7.76119065E-03
1.06683984E+01, 1.06896277E+01, 4.29034119E-02, 7.76121669E-03
1.06896277E+01, 1.07108641E+01, 4.28643147E-02, 7.76104760E-03
1.07108641E+01, 1.07320992E+01, 4.30534343E-02, 7.76100652E-03
1.07320992E+01, 1.07533318E+01, 4.30875387E-02, 7.75962160E-03
1.07533318E+01, 1.07745686E+01, 4.31908551E-02, 7.76052382E-03
1.07745686E+01, 1.07958010E+01, 4.32428250E-02, 7.76110986E-03
1.07958010E+01, 1.08170357E+01, 4.33021956E-02, 7.76027785E-03
1.08170357E+01, 1.08382716E+01, 4.35061492E-02, 7.76013442E-03
1.08382716E+01, 1.08595079E+01, 4.34547983E-02, 7.75932271E-03
1.08595079E+01, 1.08807434E+01, 4.35958221E-02, 7.76018036E-03
1.08807434E+01, 1.09019774E+01, 4.35931601E-02, 7.75950406E-03
1.09019774E+01, 1.09232087E+01, 4.36663468E-02, 7.76005576E-03
1.09232087E+01, 1.09444443E+01, 4.37350195E-02, 7.76051947E-03
1.09444443E+01, 1.09656753E+01, 4.38959373E-02, 7.76015009E-03
1.09656753E+01, 1.09869169E+01, 4.39003211E-02, 7.75978564E-03
1.09869169E+01, 1.10081519E+01, 4.39958402E-02, 7.76011496E-03
1.10081519E+01, 1.10293793E+01, 4.40711339E-02, 7.75966288E-03
1.10293793E+01, 1.10506145E+01, 4.40764742E-02, 7.75963241E-03
1.10506145E+01, 1.10718484E+01, 4.42416433E-02, 7.75925489E-03
1.10718484E+01, 1.10930884E+01, 4.42362495E-02, 7.75879411E-03
1.10930884E+01, 1.11143252E+01, 4.43398874E-02, 7.75943338E-03
1.11143252E+01, 1.11355578E+01, 4.43802871E-02, 7.76013930E-03
1.11355578E+01, 1.11567938E+01, 4.44632528E-02, 7.75916681E-03
1.11567938E+01, 1.11780236E+01, 4.44884217E-02, 7.75989808E-03
1.11780236E+01, 1.11992635E+01, 4.46800332E-02, 7.75872696E-03
1.11992635E+01, 1.12204955E+01, 4.46584537E-02, 7.75953181E-03
1.12204955E+01, 1.12417270E+01, 4.47781860E-02, 7.75926807E-03
1.12417270E+01, 1.12629661E+01, 4.48593176E-02, 7.75958028E-03
1.12629661E+01, 1.12841942E+01, 4.49755478E-02, 7.75984040E-03
1.12841942E+01, 1.13054280E+01, 4.50083770E-02, 7.75849858E-03
1.13054280E+01, 1.13266666E+01, 4.50586484E-02, 7.75888804E-03
1.13266666E+01, 1.13479004E+01, 4.51561647E-02, 7.75865116E-03
1.13479004E+01, 1.13691373E+01, 4.51890407E-02, 7.75814361E-03
1.13691373E+01, 1.13903673E+01, 4.52353992E-02, 7.75873631E-03
1.13903673E+01, 1.14116078E+01, 4.52777067E-02, 7.75800938E-03
1.14116078E+01, 1.14328396E+01, 4.53451433E-02, 7.75981136E-03
1.14328396E+01, 1.14540710E+01, 4.55522382E-02, 7.75858349E-03
1.14540710E+01, 1.14753103E+01, 4.55822284E-02, 7.75817991E-03
1.14753103E+01, 1.14965474E+01, 4.57198801E-02, 7.75979489E-03
1.14965474E+01, 1.15177815E+01, 4.56833067E-02, 7.75861998E-03
1.15177815E+01, 1.15390116E+01, 4.57346461E-02, 7.75812881E-03
1.15390116E+01, 1.15602462E+01, 4.57258316E-02, 7.75864983E-03
