2.52810E-002,-6.15980E-002
3.53940E-002,-4.02410E-002
4.55060E-002,-7.56520E-002
5.56190E-002,-8.86440E-002
6.57310E-002,8.15580E-002
7.58440E-002,1.61390E-001
8.59560E-002,1.34480E-001
9.60690E-002,-1.55850E-001
1.06180E-001,-1.21620E-001
1.16290E-001,-2.07040E-002
1.26410E-001,-1.06060E-002
1.36520E-001,8.45020E-003
1.46630E-001,-5.21790E-002
1.56740E-001,-7.22870E-002
1.66860E-001,-2.01280E-001
1.76970E-001,-3.28330E-001
1.87080E-001,-3.32940E-001
1.97190E-001,-1.30140E-001
2.07310E-001,4.76260E-001
2.17420E-001,6.66700E-001
2.27530E-001,1.42760E-001
2.37640E-001,9.50020E-002
2.47760E-001,1.10010E-002
2.57870E-001,2.11150E-002
2.67980E-001,2.46080E-001
2.78090E-001,6.89340E-001
2.88210E-001,1.16400E+000
2.98320E-001,-1.36400E-001
3.08430E-001,2.80070E-002
3.18540E-001,2.13200E-001
3.28660E-001,-3.27210E-001
3.38770E-001,1.50150E+000
3.48880E-001,9.33340E-001
3.58990E-001,-1.31030E-001
3.69110E-001,-4.55620E-001
3.79220E-001,-5.93170E-001
3.89330E-001,3.33860E-001
3.99440E-001,2.12910E-002
4.09550E-001,-6.03900E-002
4.19670E-001,1.59740E-002
4.29780E-001,-6.77070E-002
4.39890E-001,-1.57970E-001
4.50000E-001,-1.10120E-001
4.60120E-001,-1.53980E-001
4.70230E-001,-2.32330E-002
4.80340E-001,1.03260E-001
4.90460E-001,4.69780E-001
5.00570E-001,-8.70570E-001
5.10680E-001,-2.42960E-001
5.20790E-001,-3.49490E-002
5.30910E-001,1.72190E-001
5.41020E-001,2.76280E-001
5.51130E-001,1.62500E-001
5.61240E-001,-8.51750E-002
5.71350E-001,-2.75180E-001
5.81470E-001,-5.05260E-001
5.91580E-001,-1.17550E+000
6.01690E-001,-7.86410E-002
6.11810E-001,3.54070E-001
6.21920E-001,4.28060E-001
6.32030E-001,-6.19500E+000
6.42140E-001,-1.01980E+000
6.52250E-001,-6.97820E-001
6.62370E-001,-7.26650E-001
6.72480E-001,-5.05910E-001
6.82590E-001,-4.22290E+000
6.92700E-001,3.34460E-001
7.02820E-001,1.25730E-001
7.12930E-001,5.12830E-001
7.23040E-001,9.29250E-001
7.33150E-001,4.49130E-001
7.43270E-001,1.99180E-001
7.53380E-001,1.33880E-001
7.63490E-001,7.99230E-002
7.73600E-001,1.26160E-002
7.83720E-001,-1.46050E-002
7.93830E-001,1.13950E-002
8.03940E-001,1.39350E-001
8.14050E-001,2.05370E-001
8.24170E-001,2.82310E-001
8.34280E-001,3.34470E-001
8.44390E-001,3.42300E-001
8.54500E-001,2.15610E-001
8.64620E-001,2.60130E-001
8.74730E-001,2.01830E-001
8.84840E-001,2.17440E-001
8.94950E-001,2.31750E-001
9.05070E-001,3.28760E-001
