0.7352760819,0.2817097114
0.7567439967,0.2885662539
0.7782119115,0.2953541017
0.7996798263,0.3020739292
0.8211477411,0.3087264042
0.8426156559,0.315312188
0.8640835708,0.3218319354
0.8855514856,0.3282862947
0.9070194004,0.3346759079
0.9284873152,0.3410014106
0.94995523,0.3472634324
0.9714231448,0.3534625964
0.9928910596,0.3595995198
1.0143589744,0.3656748138
1.0358268892,0.3716890833
1.057294804,0.3776429275
1.0787627188,0.3835369397
1.1002306336,0.3893717074
1.1216985484,0.3951478122
1.1431664632,0.4008658302
1.164634378,0.4065263315
1.1861022928,0.412129881
1.2075702076,0.4176770378
1.2290381224,0.4231683556
1.2505060372,0.4286043827
1.271973952,0.4339856619
1.2934418668,0.4393127308
1.3149097816,0.4445861216
1.3363776964,0.4498063615
1.3578456112,0.4549739722
1.379313526,0.4600894706
1.4007814408,0.4651533682
1.4222493556,0.4701661718
1.4437172704,0.4751283831
1.4651851852,0.4800404988
1.4866531,0.4849030107
1.5081210148,0.489716406
1.5295889296,0.4944811669
1.5510568444,0.499197771
1.5725247592,0.5038666911
1.593992674,0.5084883955
1.6154605888,0.5130633477
1.6369285036,0.5175920068
1.6583964184,0.5220748274
1.6798643332,0.5265122596
1.701332248,0.530904749
1.7228001628,0.5352527371
1.7442680776,0.5395566607
1.7657359924,0.5438169525
1.7872039072,0.548034041
1.808671822,0.5522083505
1.8301397368,0.5563403009
1.8516076516,0.5604303083
1.8730755664,0.5644787845
1.8945434812,0.5684861374
1.916011396,0.5724527707
1.9374793108,0.5763790844
1.9589472256,0.5802654743
1.9804151404,0.5841123325
2.0018830552,0.5879200472
2.02335097,0.5916890028
2.0448188848,0.59541958
2.0662867996,0.5991121555
2.0877547144,0.6027671026
2.1092226292,0.6063847908
2.130690544,0.609965586
2.1521584588,0.6135098505
2.1736263736,0.617017943
2.1950942884,0.6204902187
2.2165622032,0.6239270295
2.238030118,0.6273287236
2.2594980328,0.6306956458
2.2809659476,0.6340281377
2.3024338624,0.6373265373
2.3239017772,0.6405911795
2.345369692,0.6438223958
2.3668376068,0.6470205145
2.3883055216,0.6501858606
2.4097734364,0.6533187561
2.4312413512,0.6564195195
2.452709266,0.6594884664
2.4741771808,0.6625259094
2.4956450956,0.6655321579
2.5171130104,0.6685075181
2.5385809252,0.6714522936
2.56004884,0.6743667846
2.5815167549,0.6772512886
2.6029846697,0.6801061001
2.6244525845,0.6829315108
2.6459204993,0.6857278095
2.6673884141,0.6884952819
2.6888563289,0.6912342114
2.7103242437,0.6939448782
2.7317921585,0.6966275599
2.7532600733,0.6992825314
2.7747279881,0.7019100648
2.7961959029,0.7045104298
2.8176638177,0.707083893
2.8391317325,0.7096307188
2.8605996473,0.7121511689
2.8820675621,0.7146455022
2.9035354769,0.7171139753
2.9250033917,0.7195568422
2.9464713065,0.7219743545
2.9679392213,0.7243667612
2.9894071361,0.7267343089
3.0108750509,0.7290772418
3.0323429657,0.7313958017
3.0538108805,0.733690228
3.0752787953,0.7359607578
3.0967467101,0.7382076258
3.1182146249,0.7404310645
3.1396825397,0.7426313039
3.1611504545,0.7448085721
3.1826183693,0.7469630947
3.2040862841,0.749095095
3.2255541989,0.7512047945
3.2470221137,0.753292412
3.2684900285,0.7553581647
3.2899579433,0.7574022672
3.3114258581,0.7594249324
3.3328937729,0.7614263707
3.3543616877,0.7634067907
